Id,SalePrice
1,213542.8075348909
2,199057.1958293104
3,221215.66662351738
4,175155.47660081738
5,300106.3010112955
6,162131.77542804633
7,278355.98062302114
8,211493.34185347738
9,130486.57365472664
10,123616.36457130815
11,126409.57409560622
12,380735.8666524875
13,132728.7170978562
14,224708.68463429404
15,151501.14173150543
16,142007.6670533262
17,165134.97633301458
18,117073.80663058635
19,152033.27642452013
20,126289.46605642214
21,336453.0048080771
22,127457.49994880971
23,226092.20926322936
24,142210.52646462593
25,161085.9165938598
26,246467.5717209043
27,140660.1674389899
28,287818.4186281683
29,189701.7154165108
30,77564.09250601301
31,82609.85033469889
32,140630.18760940526
33,209027.77746960748
34,169542.5128648852
35,277387.84522903943
36,319032.4347562286
37,151946.0466010731
38,143214.2638874252
39,128933.02359562818
40,91638.36684383341
41,149448.73021078267
42,147064.92365279194
43,150803.68693223805
44,136396.4216115135
45,151361.67402592403
46,287857.2975938425
47,262620.3610457498
48,255475.34827472788
49,95411.09691818207
50,138458.016644119
51,180191.2787389793
52,137704.97739779198
53,101996.37698752408
54,308848.1098638569
55,121244.72988078247
56,171126.9677749092
57,207199.73408598162
58,194511.54008371892
59,482308.01747220836
60,117506.79469061975
61,168986.10594968405
62,102004.27632726279
63,216231.91299566967
64,122494.1111052741
65,234077.72035502538
66,316651.27176603413
67,227383.98486865015
68,217480.34602314633
69,89050.89037380308
70,227037.16180284353
71,250468.45759973282
72,127303.7433986395
73,197713.50821063088
74,142816.33696325353
75,102144.78685514144
76,101706.46686492242
77,115204.65494041455
78,118851.2042662576
79,112911.88402497103
80,118309.63462040108
81,189834.1006966743
82,158207.78327661392
83,247606.75436165594
84,125829.2648751785
85,172023.6018094298
86,253133.14876436198
87,174788.81052565153
88,162294.2819683626
89,70002.41342455812
90,126646.12720675455
91,120795.58435079263
92,114834.56883741812
93,153824.40493304367
94,163145.5739856781
95,195049.38978345873
96,185012.08768146156
97,204834.41596018831
98,120191.49511981163
99,86414.79789196824
100,120836.84962856224
101,210020.43521249804
102,171554.04076093104
103,133312.08549020023
104,187505.9809616744
105,150251.3176647685
106,254158.15412688887
107,100643.56985111168
108,98997.9565111738
109,113906.06520268058
110,189453.05434472568
111,136886.07498286827
112,187563.6979047484
113,361456.13864242804
114,216581.25431131496
115,245331.46685513612
116,162179.27282972535
117,120337.80369749518
118,146224.3690407319
119,338373.4216472706
120,187183.12777391606
121,178307.24836431045
122,98886.23349017739
123,140826.21314029864
124,157960.41944627068
125,171059.36632056037
126,104653.43590937502
127,138560.20042844632
128,88141.84237701
129,137712.10973096782
130,146094.73394135069
131,218223.40213083223
132,211879.38497978676
133,155623.83214592043
134,222868.83679978247
135,172720.7688127714
136,185582.61190232652
137,135895.78201221238
138,182742.69148405045
139,247456.79466536012
140,202474.19775276468
141,101329.23111201472
142,231743.24772249768
143,130745.30716354007
144,220939.16190240358
145,137296.8937080198
146,132957.98552907532
147,121067.38611900204
148,211072.89145847294
149,156883.1840621562
150,109598.79614814318
151,137279.50661835918
152,311898.8499954284
153,187131.20168888662
154,216224.63353783323
155,110215.69035982776
156,82068.28215490724
157,128745.14587330546
158,275174.4794729422
159,230998.7205698183
160,300294.1767114466
161,180789.69524734133
162,405552.6829180187
163,232298.01373115546
164,96936.1647372292
165,149451.83561871547
166,119594.96828150656
167,192358.74448450623
168,335033.73984819115
169,196600.25760076402
170,225663.35291698624
171,128543.27318257763
172,196472.1264029322
173,223278.29827319825
174,152631.77229068585
175,176253.5783355935
176,209362.48953715662
177,224337.72274611267
178,177702.93049907152
179,393820.8654430881
180,114836.20056149653
181,167254.77492633602
182,163710.2965421669
183,146452.02042809135
184,180683.58482009088
185,139673.60528423215
186,422144.57329277205
187,191272.54425494524
188,137638.20699628655
189,142075.07483542472
190,272471.22889939515
191,273644.4401911739
192,207122.69681645278
193,207091.8098096903
194,140156.81542730305
195,127502.74698810394
196,148394.72566159925
197,326092.55840744084
198,201964.2256742088
199,128353.63522429952
200,331330.66075700725
201,129674.98581028017
202,163128.54297500427
203,118035.4709683447
204,144121.09499573155
205,117763.35808336653
206,197420.1002934644
207,136528.48397842038
208,129577.9257359644
209,249279.17512492376
210,160208.24078985606
211,95438.81704276172
212,173921.57776988315
213,246194.71193705505
214,165194.4686119325
215,148929.41781868448
216,129400.68724428643
217,212827.27797069913
218,89215.4085794111
219,256987.19696491322
220,185511.1576481266
221,203277.33830864774
222,210078.53255565377
223,178017.50948961065
224,108349.96888567448
225,416066.5163778538
226,99121.0692751762
227,272102.13560140633
228,103703.13179046895
229,107208.47637537267
230,198851.6804423259
231,142699.88205252425
232,331956.70726647833
233,100184.27469450748
234,133577.06624386818
235,220177.72277854945
236,97490.70357886402
237,197624.50989248836
238,235110.89353684356
239,269379.20815921837
240,119003.37354825877
241,246410.00708213256
242,114039.51289572958
243,95457.56929182778
244,130776.2113995112
245,233982.4758031381
246,209668.01346736972
247,138622.2668415003
248,139797.527898711
249,195379.98597179743
250,314022.5994003363
251,86529.16244406452
252,252858.69354694287
253,179382.577594164
254,171420.45683819236
255,137826.4566192027
256,221190.5132521452
257,202004.12239632802
258,222088.08748409874
259,223294.40317365862
260,111405.49014099699
261,153664.51252717586
262,312614.04138583806
263,174812.18014307154
264,137288.14426743335
265,81733.98143593271
266,180614.39477655297
267,191229.07204369572
268,188847.88494015444
269,108403.81164938516
270,156132.60686945455
271,261676.39338314722
272,221060.23488784884
273,316777.94945468014
274,158569.6717269181
275,138553.56114098703
276,180249.155891808
277,193459.84324097072
278,102739.73386345255
279,394445.5693297262
280,218430.3531088822
281,224470.1491014561
282,186035.24997786322
283,210578.49570173922
284,232174.00924911827
285,182876.04476674457
286,172735.4621278477
287,172880.07021300864
288,99450.13239614318
289,113667.91521705672
290,143324.65307816383
291,239278.62023072856
292,122459.96167542263
293,134860.05909676192
294,234011.15219048303
295,170297.97451653235
296,160681.46797121066
297,129734.61588518364
298,228774.88892671038
299,179639.93925490294
300,161056.95045238794
301,150176.70785865324
302,253450.7410440939
303,218709.62336312176
304,146114.36954338124
305,290796.4953546356
306,272067.3068063393
307,232185.00149777887
308,105713.6295773929
309,103151.498423453
310,397931.03247340285
311,171503.20084014075
312,138512.07457292848
313,132582.62311264468
314,337282.05552180985
315,166783.96296189193
316,199417.1028226307
317,275780.05582023377
318,263276.1679203558
319,333238.1129448312
320,193616.72107637994
321,358363.41095901106
322,343922.2705923819
323,276192.340872394
324,129236.53539898293
325,267316.86713119596
326,99709.54048075796
327,294924.0440353691
328,144029.73965257872
329,148737.3733452165
330,87283.15316042818
331,143154.90857908764
332,135326.25326822404
333,267617.23935879546
334,204225.22106873768
335,205214.50646036604
336,270989.9142082006
337,376009.2584729819
338,220264.4381566655
339,231848.20294775162
340,141302.7424539471
341,222836.36639330568
342,80529.36055164144
343,89557.60374408322
344,285871.54021400004
345,92949.19616701672
346,132097.28194404012
347,145328.6420776128
348,173023.80408934804
349,191891.10813399593
350,461071.94215597404
351,279028.3272180498
352,205926.02511595128
353,92284.418420829
354,117172.24226526647
355,139642.060194716
356,171725.62327128282
357,174937.5300288937
358,140784.8479242105
359,120565.3226918105
360,303822.9096380081
361,168104.6305300891
362,137052.70219649244
363,213375.4914302971
364,119059.35530170772
365,186153.9094097466
366,108152.81220778066
367,177771.52893670337
368,145362.1664379283
369,128800.26758988279
370,180179.1580581456
371,179559.8137661355
372,122098.45961676186
373,126526.33525269154
374,131146.5815009575
375,208891.72599541745
376,62747.252969338566
377,145780.61331863163
378,273449.3625224359
379,328808.73278904415
380,177431.52891376597
381,152867.62562331223
382,214653.88283882514
383,205032.12179557458
384,88800.24115164683
385,250662.8592410972
386,198009.53507261348
387,91786.27708568829
388,139290.19645213324
389,194172.75883434858
390,402807.6223354085
391,128134.65225275532
392,224259.42208551348
393,121069.3071353352
394,90106.63736981175
395,109394.05002737614
396,130009.2854419024
397,130535.47230933444
398,137919.4009228278
399,73724.73343854993
400,207264.08919101753
401,253777.178334962
402,210462.45129760553
403,120753.27649773547
404,237138.67270339438
405,165115.17154708802
406,149503.6035853947
407,120802.94074621864
408,163612.84860963165
409,283383.7353283234
410,321791.86060484004
411,84092.45535169584
412,116560.86332775792
413,260474.07252057875
414,103020.50605521676
415,259582.3222541489
416,203027.41561530242
417,164545.1325431572
418,217042.57416315385
419,116227.10569081444
420,138751.431037449
421,208446.47479377082
422,199540.7787145457
423,114616.3596479087
424,303012.2735797749
425,139368.1578706211
426,146867.48310540835
427,236214.97243333413
428,113109.22242420385
429,204304.831600818
430,182755.44112641292
431,95335.46850977412
432,103097.6507649431
433,121651.2685181126
434,171504.13244824292
435,85496.76466417214
436,235032.3831315036
437,123242.48164334327
438,122059.671718802
439,119943.96866263775
440,132108.11464349247
441,445004.9577629657
442,99727.40412436512
443,156482.01663327633
444,197603.4137052899
445,224376.51922884004
446,149668.21206052083
447,183442.07239427452
448,208044.11451372757
449,115854.40106636264
450,114824.24947152338
451,114066.85134608719
452,235864.61294486478
453,217899.0808170049
454,206456.37108488625
455,160510.72241611095
456,167208.6249490322
457,101324.17825735734
458,209596.11565355596
459,149000.25536625212
